683.1450854	15.73
683.1450854	17.01
1012.832173	15.86
1012.832173	15.98
1012.832173	16.73
1195.250682	10.19
1195.250682	16.56
1289.422322	17.99
1384.989304	15
1384.989304	15.38
1384.989304	15.39
1384.989304	15.56
1384.989304	15.64
1384.989304	16.15
1481.516568	7.86
1578.576333	14.93
1578.576333	15.4
1675.753712	14.48
1675.753712	15.03
1675.753712	15.29
1772.651629	14.41
1772.651629	15.16
1868.895002	13.1
1868.895002	15.05
1868.895002	15.38
1868.895002	16.33
1868.895002	9.81
1964.134158	13.98
2058.047495	13.98
2150.34341	14.01
2150.34341	14.36
2150.34341	14.72
2150.34341	14.72
2150.34341	14.79
2150.34341	14.87
2150.34341	15.04
2150.34341	16.12
2150.34341	7.81
2150.34341	7.95
2240.761541	14.3
2240.761541	14.35
2240.761541	14.41
2240.761541	14.42
2240.761541	7.61
2240.761541	8.16
2329.073368	13.47
2329.073368	14.06
2329.073368	14.54
2329.073368	14.58
2329.073368	14.73
2329.073368	14.78
2415.08225	13.82
2415.08225	14.02
2415.08225	14.46
2415.08225	14.63
2415.08225	14.98
2498.622949	14.37
2498.622949	14.38
2498.622949	14.38
2498.622949	14.74
2579.560734	11.35
2579.560734	13.38
2579.560734	13.61
2579.560734	14.17
2579.560734	14.2
2579.560734	15.47
2657.790115	13.47
2657.790115	13.49
2657.790115	13.68
2657.790115	13.89
2657.790115	13.92
2657.790115	13.95
2657.790115	14.22
2657.790115	15.47
2733.233299	13.95
2733.233299	14.17
2733.233299	14.63
2733.233299	14.87
2733.233299	16.67
2805.838415	12.86
2805.838415	13.23
2805.838415	13.74
2805.838415	13.76
2805.838415	13.95
2805.838415	14.06
2805.838415	14.16
2805.838415	15.66
2875.577581	13.75
2875.577581	13.94
2875.577581	14.22
2875.577581	15.49
2875.577581	8.27
2942.444867	10.57
2942.444867	13.29
2942.444867	13.88
2942.444867	13.93
2942.444867	14.03
2942.444867	8.19
3006.454196	13.3
3006.454196	13.69
3006.454196	13.81
3006.454196	13.85
3006.454196	14.09
3006.454196	14.2
3006.454196	14.23
3006.454196	14.24
3006.454196	14.51
3006.454196	8.55
3006.454196	8.79
3067.637243	13.33
3067.637243	13.52
3067.637243	13.71
3067.637243	13.8
3067.637243	14.23
3067.637243	9.2
3126.041342	10.19
3126.041342	13.25
3126.041342	13.68
3126.041342	13.93
3126.041342	14.09
3126.041342	14.46
3126.041342	8.14
3126.041342	9.55
3181.727463	12.22
3181.727463	12.59
3181.727463	12.81
3181.727463	13.17
3181.727463	13.43
3181.727463	13.46
3181.727463	13.65
3181.727463	13.83
3181.727463	14.02
3181.727463	14.07
3234.768258	11.3
3234.768258	12.63
3234.768258	12.82
3234.768258	12.96
3234.768258	13.09
3234.768258	13.44
3234.768258	13.5
3234.768258	13.57
3234.768258	13.61
3234.768258	13.61
3234.768258	13.67
3234.768258	13.85
3234.768258	14.08
3234.768258	14.09
3285.246204	12.67
3285.246204	12.87
3285.246204	14.11
3285.246204	9.22
3333.251864	10.94
3333.251864	12.05
3333.251864	12.21
3333.251864	12.71
3333.251864	13
3333.251864	13.26
3333.251864	13.35
3333.251864	13.48
3333.251864	13.57
3333.251864	13.81
3333.251864	13.82
3378.882267	11.92
3378.882267	12.25
3378.882267	12.27
3378.882267	12.28
3378.882267	12.29
3378.882267	12.32
3378.882267	12.75
3378.882267	13.17
3378.882267	13.18
3378.882267	13.24
3378.882267	13.44
3378.882267	13.46
3378.882267	13.58
3378.882267	14.04
3378.882267	14.48
3378.882267	14.79
3378.882267	17.13
3422.239411	13.07
3422.239411	13.25
3422.239411	13.34
3422.239411	13.92
3422.239411	7.41
3463.428907	10.27
3463.428907	10.58
3463.428907	12.17
3463.428907	12.21
3463.428907	12.3
3463.428907	12.4
3463.428907	12.47
3463.428907	12.5
3463.428907	12.5
3463.428907	12.53
3463.428907	12.59
3463.428907	12.66
3463.428907	12.7
3463.428907	12.74
3463.428907	12.82
3463.428907	12.89
3463.428907	12.91
3463.428907	12.96
3463.428907	12.97
3463.428907	12.99
3463.428907	12.99
3463.428907	13.01
3463.428907	13.06
3463.428907	13.36
3463.428907	13.44
3463.428907	13.63
3463.428907	7.73
3463.428907	8.5
3463.428907	8.6
3463.428907	8.73
3502.55874	12.16
3502.55874	12.68
3502.55874	12.84
3502.55874	13.06
3502.55874	13.34
3502.55874	13.46
3502.55874	14.61
3502.55874	7.81
3502.55874	7.89
3502.55874	8.13
3502.55874	8.95
3539.738172	11.97
3539.738172	12.26
3539.738172	12.38
3539.738172	12.53
3539.738172	12.61
3539.738172	12.68
3539.738172	12.72
3539.738172	12.75
3539.738172	12.77
3539.738172	12.79
3539.738172	12.9
3539.738172	12.9
3539.738172	12.93
3539.738172	12.98
3539.738172	13
3539.738172	13.15
3539.738172	13.45
3539.738172	13.78
3539.738172	13.88
3575.076762	11.4
3575.076762	11.68
3575.076762	12.64
3575.076762	12.66
3575.076762	12.88
3575.076762	13.04
3575.076762	13.16
3575.076762	13.2
3575.076762	13.36
3575.076762	7.98
3575.076762	8.69
3608.683503	11.32
3608.683503	11.58
3608.683503	11.66
3608.683503	11.67
3608.683503	11.68
3608.683503	11.85
3608.683503	11.93
3608.683503	11.94
3608.683503	12
3608.683503	12.02
3608.683503	12.07
3608.683503	12.26
3608.683503	12.44
3608.683503	12.51
3608.683503	12.62
3608.683503	12.76
3608.683503	12.85
3608.683503	13.07
3608.683503	13.16
3608.683503	13.32
3608.683503	13.42
3608.683503	7.42
3608.683503	7.84
3640.66608	10.96
3640.66608	11.64
3640.66608	11.8
3640.66608	11.96
3640.66608	11.99
3640.66608	12.03
3640.66608	12.04
3640.66608	12.07
3640.66608	12.09
3640.66608	12.25
3640.66608	12.28
3640.66608	12.53
3640.66608	12.55
3640.66608	12.71
3640.66608	12.76
3640.66608	12.78
3640.66608	12.87
3640.66608	12.9
3640.66608	12.93
3640.66608	13.34
3640.66608	13.39
3640.66608	13.42
3640.66608	7.55
3640.66608	8.35
3640.66608	9.52
3640.66608	9.62
3640.66608	9.69
3671.130225	10.01
3671.130225	10.98
3671.130225	10.99
3671.130225	11.42
3671.130225	11.48
3671.130225	11.62
3671.130225	11.7
3671.130225	11.73
3671.130225	11.74
3671.130225	11.79
3671.130225	11.91
3671.130225	11.91
3671.130225	11.92
3671.130225	11.98
3671.130225	11.99
3671.130225	11.99
3671.130225	12.07
3671.130225	12.24
3671.130225	12.26
3671.130225	12.27
3671.130225	12.45
3671.130225	12.5
3671.130225	12.57
3671.130225	12.65
3671.130225	12.76
3671.130225	13.55
3671.130225	8.01
3671.130225	9.05
3671.130225	9.9
3700.179176	10.32
3700.179176	10.86
3700.179176	10.96
3700.179176	10.98
3700.179176	11.02
3700.179176	11.62
3700.179176	11.65
3700.179176	11.68
3700.179176	11.72
3700.179176	11.8
3700.179176	11.87
3700.179176	12.03
3700.179176	12.14
3700.179176	12.29
3700.179176	12.38
3700.179176	12.48
3700.179176	12.55
3700.179176	12.93
3700.179176	13.17
3700.179176	7.99
3700.179176	8.16
3700.179176	8.46
3700.179176	8.64
3700.179176	8.85
3700.179176	9.35
3700.179176	9.37
3700.179176	9.51
3727.913223	10.66
3727.913223	10.86
3727.913223	11.16
3727.913223	11.25
3727.913223	11.35
3727.913223	11.4
3727.913223	11.59
3727.913223	11.59
3727.913223	11.83
3727.913223	11.94
3727.913223	12
3727.913223	12.15
3727.913223	12.23
3727.913223	12.33
3727.913223	12.33
3727.913223	12.38
3727.913223	12.44
3727.913223	12.55
3727.913223	12.69
3727.913223	12.82
3727.913223	13.26
3727.913223	13.55
3727.913223	7.23
3727.913223	7.39
3727.913223	7.81
3727.913223	8.08
3727.913223	8.21
3754.429341	10.24
3754.429341	10.3
3754.429341	11.33
3754.429341	11.47
3754.429341	11.48
3754.429341	11.52
3754.429341	11.59
3754.429341	11.68
3754.429341	11.69
3754.429341	11.7
3754.429341	11.73
3754.429341	11.78
3754.429341	11.84
3754.429341	11.84
3754.429341	12.21
3754.429341	12.4
3754.429341	12.78
3754.429341	12.81
3754.429341	12.87
3754.429341	7.47
3754.429341	7.82
3754.429341	8.51
3754.429341	8.6
3754.429341	8.9
3754.429341	8.98
3754.429341	9.16
3779.82089	-0.56
3779.82089	10.31
3779.82089	10.33
3779.82089	10.87
3779.82089	10.98
3779.82089	11.03
3779.82089	11.27
3779.82089	11.3
3779.82089	11.39
3779.82089	11.57
3779.82089	11.58
3779.82089	11.58
3779.82089	11.58
3779.82089	11.72
3779.82089	11.77
3779.82089	11.81
3779.82089	11.82
3779.82089	11.88
3779.82089	11.92
3779.82089	11.93
3779.82089	11.97
3779.82089	12.02
3779.82089	12.02
3779.82089	12.04
3779.82089	12.04
3779.82089	12.07
3779.82089	12.09
3779.82089	12.22
3779.82089	12.25
3779.82089	12.3
3779.82089	12.32
3779.82089	12.33
3779.82089	12.36
3779.82089	12.37
3779.82089	12.37
3779.82089	12.49
3779.82089	13.02
3779.82089	13.25
3779.82089	14.51
3779.82089	6.69
3779.82089	7.52
3779.82089	7.52
3779.82089	7.58
3779.82089	7.67
3779.82089	7.79
3779.82089	8.58
3779.82089	9.27
3804.177391	10.51
3804.177391	10.62
3804.177391	10.7
3804.177391	10.81
3804.177391	11.02
3804.177391	11.03
3804.177391	11.23
3804.177391	11.34
3804.177391	11.52
3804.177391	11.55
3804.177391	11.56
3804.177391	11.56
3804.177391	11.57
3804.177391	11.58
3804.177391	11.59
3804.177391	11.62
3804.177391	11.64
3804.177391	11.69
3804.177391	11.7
3804.177391	11.78
3804.177391	11.79
3804.177391	11.9
3804.177391	11.94
3804.177391	12.29
3804.177391	12.3
3804.177391	12.56
3804.177391	12.7
3804.177391	13.1
3804.177391	13.2
3804.177391	6.82
3804.177391	6.95
3804.177391	7.28
3804.177391	7.52
3804.177391	7.54
3804.177391	7.83
3804.177391	7.87
3804.177391	7.91
3804.177391	7.95
3804.177391	8.02
3804.177391	8.05
3804.177391	8.06
3804.177391	8.08
3804.177391	8.17
3804.177391	8.26
3804.177391	8.32
3804.177391	8.34
3804.177391	8.4
3804.177391	8.48
3804.177391	8.64
3804.177391	8.65
3804.177391	8.72
3804.177391	9.03
3827.584358	-0.2
3827.584358	10.4
3827.584358	10.44
3827.584358	10.54
3827.584358	10.74
3827.584358	10.89
3827.584358	10.94
3827.584358	11
3827.584358	11.16
3827.584358	11.18
3827.584358	11.23
3827.584358	11.41
3827.584358	11.48
3827.584358	11.59
3827.584358	11.64
3827.584358	11.67
3827.584358	11.76
3827.584358	11.77
3827.584358	11.83
3827.584358	12
3827.584358	12.06
3827.584358	12.07
3827.584358	12.12
3827.584358	12.12
3827.584358	12.31
3827.584358	12.9
3827.584358	13.12
3827.584358	7.35
3827.584358	7.5
3827.584358	7.54
3827.584358	7.67
3827.584358	7.71
3827.584358	7.79
3827.584358	8.13
3827.584358	8.19
3827.584358	8.27
3827.584358	8.42
3827.584358	8.77
3827.584358	8.86
3827.584358	9.06
3827.584358	9.76
3850.12318	10.02
3850.12318	10.07
3850.12318	10.18
3850.12318	10.25
3850.12318	10.28
3850.12318	10.29
3850.12318	10.29
3850.12318	10.35
3850.12318	10.38
3850.12318	10.4
3850.12318	10.47
3850.12318	10.66
3850.12318	10.69
3850.12318	10.73
3850.12318	10.83
3850.12318	11.01
3850.12318	11.02
3850.12318	11.08
3850.12318	11.08
3850.12318	11.1
3850.12318	11.15
3850.12318	11.21
3850.12318	11.26
3850.12318	11.3
3850.12318	11.3
3850.12318	11.4
3850.12318	11.47
3850.12318	11.54
3850.12318	11.56
3850.12318	11.81
3850.12318	11.92
3850.12318	11.95
3850.12318	12.04
3850.12318	12.14
3850.12318	12.25
3850.12318	12.45
3850.12318	13.05
3850.12318	13.25
3850.12318	7.25
3850.12318	7.69
3850.12318	7.76
3850.12318	8
3850.12318	8.15
3850.12318	8.17
3850.12318	8.29
3850.12318	8.56
3850.12318	9.72
3850.12318	9.77
3871.871059	10.15
3871.871059	10.16
3871.871059	10.26
3871.871059	10.32
3871.871059	10.35
3871.871059	10.41
3871.871059	10.45
3871.871059	10.62
3871.871059	10.73
3871.871059	10.83
3871.871059	10.83
3871.871059	10.88
3871.871059	10.91
3871.871059	10.95
3871.871059	11.06
3871.871059	11.08
3871.871059	11.13
3871.871059	11.13
3871.871059	11.13
3871.871059	11.14
3871.871059	11.14
3871.871059	11.14
3871.871059	11.15
3871.871059	11.15
3871.871059	11.18
3871.871059	11.25
3871.871059	11.26
3871.871059	11.3
3871.871059	11.37
3871.871059	11.38
3871.871059	11.43
3871.871059	11.44
3871.871059	11.47
3871.871059	11.5
3871.871059	11.61
3871.871059	11.73
3871.871059	11.81
3871.871059	11.88
3871.871059	11.98
3871.871059	12.18
3871.871059	12.71
3871.871059	13.48
3871.871059	7.02
3871.871059	7.76
3871.871059	7.84
3871.871059	8.04
3871.871059	8.13
3871.871059	8.4
3871.871059	8.49
3871.871059	9.04
3871.871059	9.2
3871.871059	9.63
3871.871059	9.66
3892.900979	10.03
3892.900979	10.23
3892.900979	10.26
3892.900979	10.27
3892.900979	10.27
3892.900979	10.37
3892.900979	10.38
3892.900979	10.44
3892.900979	10.56
3892.900979	10.6
3892.900979	10.66
3892.900979	10.7
3892.900979	10.76
3892.900979	10.76
3892.900979	10.9
3892.900979	10.93
3892.900979	10.94
3892.900979	10.94
3892.900979	10.95
3892.900979	10.96
3892.900979	10.98
3892.900979	11.08
3892.900979	11.09
3892.900979	11.09
3892.900979	11.26
3892.900979	11.29
3892.900979	11.32
3892.900979	11.4
3892.900979	11.56
3892.900979	11.6
3892.900979	11.99
3892.900979	12.15
3892.900979	12.2
3892.900979	12.52
3892.900979	7.17
3892.900979	7.24
3892.900979	7.27
3892.900979	7.33
3892.900979	7.43
3892.900979	7.78
3892.900979	7.8
3892.900979	8.12
3892.900979	9.55
3892.900979	9.64
3913.281721	-0.65
3913.281721	10.1
3913.281721	10.13
3913.281721	10.2
3913.281721	10.2
3913.281721	10.28
3913.281721	10.3
3913.281721	10.35
3913.281721	10.49
3913.281721	10.53
3913.281721	10.56
3913.281721	10.67
3913.281721	10.79
3913.281721	10.8
3913.281721	10.83
3913.281721	10.88
3913.281721	10.95
3913.281721	10.99
3913.281721	11.01
3913.281721	11.03
3913.281721	11.06
3913.281721	11.07
3913.281721	11.16
